,ActiveTime,InactiveTime,CreateShape,RotateShape,MoveShape,ScaleShape,DeleteFigure,RotateView,cube,pyramid,ramp,cylinder,cone,sphere,spatial_reasoning,snap_submit,puzzle_45-Degree Rotations,puzzle_Angled Silhouette,puzzle_Bird Fez,puzzle_Pi Henge,puzzle_Pyramids are Strange
91,89.73584799999998,0.0,5,0,2,0,1,11,3,2,0,0,0,0,2.875,9,0.0,1.0,0.0,0.0,0.0
92,55.676968,0.0,3,0,2,5,0,4,3,0,0,0,0,0,3.388888888888889,0,0.0,0.0,0.0,1.0,0.0
93,132.95153800000006,0.0,5,20,16,0,0,6,0,0,4,0,0,1,2.125,8,1.0,0.0,0.0,0.0,0.0
94,92.15394899999998,60.687386,4,12,0,13,0,1,0,4,0,0,0,0,2.75,1,0.0,0.0,0.0,0.0,1.0
95,124.457397,0.0,3,12,5,1,0,3,1,2,0,0,0,0,2.75,3,0.0,1.0,0.0,0.0,0.0
96,37.25831899999999,0.0,5,14,0,0,0,0,0,0,4,0,0,1,3.5,0,1.0,0.0,0.0,0.0,0.0
97,49.13244399999999,0.0,4,6,0,1,0,1,0,4,0,0,0,0,3.625,0,0.0,0.0,0.0,0.0,1.0
98,193.16799099999997,165.96944200000002,6,2,9,2,1,16,2,1,0,2,0,1,2.583333333333333,6,0.0,0.0,1.0,0.0,0.0
99,56.502898,0.0,5,0,4,3,0,1,5,0,0,0,0,0,3.1666666666666665,0,0.0,0.0,0.0,1.0,0.0
100,52.51066999999999,0.0,5,13,0,0,0,0,0,0,4,0,0,1,3.25,0,1.0,0.0,0.0,0.0,0.0
101,57.94137200000001,0.0,4,6,0,3,0,1,0,4,0,0,0,0,3.25,0,0.0,0.0,0.0,0.0,1.0
102,48.15544200000001,71.31492,4,4,0,1,0,1,0,4,0,0,0,0,3.875,1,0.0,0.0,0.0,0.0,1.0
103,59.95129899999999,0.0,4,2,2,4,1,1,2,1,0,0,0,1,3.458333333333333,0,0.0,0.0,1.0,0.0,0.0
104,172.479145,0.0,5,16,6,4,0,7,3,2,0,0,0,0,2.25,3,0.0,1.0,0.0,0.0,0.0
105,378.5626949999999,0.0,3,0,7,50,0,42,3,0,0,0,0,0,1.8888888888888888,15,0.0,0.0,0.0,1.0,0.0
106,912.9877109999996,0.0,10,130,41,67,5,26,0,0,9,0,0,1,1.125,16,1.0,0.0,0.0,0.0,0.0
107,284.553878,0.0,3,6,42,10,0,10,1,1,0,0,0,1,2.375,18,0.0,0.0,1.0,0.0,0.0
108,104.22425399999996,0.0,4,18,0,1,0,1,0,4,0,0,0,0,2.75,3,0.0,0.0,0.0,0.0,1.0
109,68.22471300000001,0.0,3,6,1,1,0,2,1,2,0,0,0,0,3.375,0,0.0,1.0,0.0,0.0,0.0
110,92.63300999999998,0.0,4,2,6,8,1,6,3,0,0,1,0,0,3.083333333333333,3,0.0,0.0,0.0,1.0,0.0
111,42.062365,0.0,3,2,3,3,0,1,1,1,0,0,0,1,3.5416666666666665,0,0.0,0.0,1.0,0.0,0.0
112,78.01804999999999,0.0,3,6,1,1,0,1,1,2,0,0,0,0,3.375,0,0.0,1.0,0.0,0.0,0.0
113,126.55419800000004,0.0,3,0,4,5,0,0,3,0,0,0,0,0,3.555555555555556,0,0.0,0.0,0.0,1.0,0.0
114,419.4977719999999,742.345912,4,48,16,12,0,11,0,4,0,0,0,0,2.25,13,0.0,0.0,0.0,0.0,1.0
115,42.204648000000006,0.0,4,4,0,0,0,0,2,2,0,0,0,0,3.875,0,0.0,1.0,0.0,0.0,0.0
116,139.28639099999995,0.0,10,0,18,3,5,9,10,0,0,0,0,0,2.388888888888889,3,0.0,0.0,0.0,1.0,0.0
117,125.86251500000004,0.0,5,24,0,0,0,11,0,0,4,0,0,1,3.25,0,1.0,0.0,0.0,0.0,0.0
118,68.82599800000001,0.0,4,14,0,1,0,1,0,4,0,0,0,0,3.75,0,0.0,0.0,0.0,0.0,1.0
119,85.76493799999999,129.74145,3,2,5,1,0,15,1,0,0,0,1,1,3.5416666666666665,0,0.0,0.0,1.0,0.0,0.0
120,34.046575,0.0,3,4,2,3,0,0,1,2,0,0,0,0,3.6666666666666665,0,0.0,1.0,0.0,0.0,0.0
121,50.99298,0.0,3,0,6,5,0,2,3,0,0,0,0,0,3.222222222222222,3,0.0,0.0,0.0,1.0,0.0
122,199.8780639999999,0.0,9,24,30,0,4,3,0,0,8,0,0,1,2.125,8,1.0,0.0,0.0,0.0,0.0
123,391.0382560000002,175.935419,11,24,54,3,8,20,3,4,0,3,0,1,1.7916666666666663,15,0.0,0.0,1.0,0.0,0.0
124,131.48989700000004,0.0,3,8,8,13,0,11,1,2,0,0,0,0,2.4166666666666665,20,0.0,1.0,0.0,0.0,0.0
125,125.50949899999998,0.0,4,18,0,5,0,6,0,4,0,0,0,0,2.375,7,0.0,0.0,0.0,0.0,1.0
126,46.71026199999999,0.0,3,0,12,6,0,1,3,0,0,0,0,0,3.388888888888889,0,0.0,0.0,0.0,1.0,0.0
127,64.84762400000001,0.0,3,0,6,5,0,7,3,0,0,0,0,0,3.5,0,0.0,0.0,0.0,1.0,0.0
128,39.98373999999999,0.0,5,10,0,0,0,4,0,0,4,0,0,1,3.875,0,1.0,0.0,0.0,0.0,0.0
129,91.721424,0.0,5,8,0,0,0,28,0,0,4,0,0,1,3.75,0,1.0,0.0,0.0,0.0,0.0
130,107.196814,0.0,3,4,30,7,0,13,1,0,0,0,1,1,2.6666666666666665,0,0.0,0.0,1.0,0.0,0.0
131,36.50580800000001,0.0,3,4,11,1,0,0,1,0,0,0,1,1,3.4166666666666665,0,0.0,0.0,1.0,0.0,0.0
132,145.863388,0.0,4,20,0,1,0,5,0,4,0,0,0,0,3.0,3,0.0,0.0,0.0,0.0,1.0
133,142.46038,0.0,5,0,10,13,2,2,3,0,1,0,0,1,2.722222222222222,0,0.0,0.0,0.0,1.0,0.0
134,64.04153999999998,0.0,5,12,0,0,0,4,0,0,4,0,0,1,3.875,0,1.0,0.0,0.0,0.0,0.0
135,82.68872,0.0,3,4,1,1,0,2,1,2,0,0,0,0,3.875,0,0.0,1.0,0.0,0.0,0.0
136,136.38997900000004,0.0,4,2,15,1,1,9,1,0,0,0,2,1,3.2916666666666665,3,0.0,0.0,1.0,0.0,0.0
137,351.0435710000003,51.146272,5,39,32,4,1,20,0,5,0,0,0,0,1.75,29,0.0,0.0,0.0,0.0,1.0
138,205.98907100000017,0.0,3,4,35,20,0,59,3,0,0,0,0,0,1.625,7,0.0,0.0,0.0,1.0,0.0
139,111.42668599999998,58.885362,5,12,0,0,0,5,0,0,4,0,0,1,3.5,14,1.0,0.0,0.0,0.0,0.0
140,190.201533,0.0,6,12,6,11,3,24,2,3,0,0,1,0,1.9166666666666663,20,0.0,1.0,0.0,0.0,0.0
141,125.12910999999998,0.0,3,4,15,6,0,50,1,1,0,0,0,1,2.75,3,0.0,0.0,1.0,0.0,0.0
142,75.523326,0.0,3,0,4,5,0,4,3,0,0,0,0,0,3.222222222222222,0,0.0,0.0,0.0,1.0,0.0
143,61.10211999999999,0.0,5,12,0,0,0,0,0,0,4,0,0,1,4.0,0,1.0,0.0,0.0,0.0,0.0
144,86.963463,0.0,3,2,10,1,0,2,1,0,0,0,1,1,3.458333333333333,0,0.0,0.0,1.0,0.0,0.0
